Geography,State,StateFIPS,CountyFIPS,,LandArea,Population
"Yazoo County, Mississippi",MS,28,163,,2381447909,28149
"Adair County, Missouri",MO,29,1,,1468536034,24977
"Andrew County, Missouri",MO,29,3,,1127118980,16492
"Atchison County, Missouri",MO,29,5,,1410812102,6430
"Audrain County, Missouri",MO,29,7,,1795109951,25853
"Barry County, Missouri",MO,29,9,,2017764979,34010
"Barton County, Missouri",MO,29,11,,1539100279,12541
"Bates County, Missouri",MO,29,13,,2197517820,16653
"Benton County, Missouri",MO,29,15,,1827267325,17180
"Bollinger County, Missouri",MO,29,17,,1607712588,12029
"Boone County, Missouri",MO,29,19,,1775255762,135454
"Buchanan County, Missouri",MO,29,21,,1061196940,85998
"Butler County, Missouri",MO,29,23,,1806618349,40867
"Caldwell County, Missouri",MO,29,25,,1111989322,8969
"Callaway County, Missouri",MO,29,27,,2172575802,40766
"Camden County, Missouri",MO,29,29,,1696812047,37051
"Cape Girardeau County, Missouri",MO,29,31,,1498617560,68693
"Carroll County, Missouri",MO,29,33,,1799322240,10285
"Carter County, Missouri",MO,29,35,,1314634094,5941
"Cass County, Missouri",MO,29,37,,1810377121,82092
"Cedar County, Missouri",MO,29,39,,1232661657,13733
"Chariton County, Missouri",MO,29,41,,1957696063,8438
"Christian County, Missouri",MO,29,43,,1458579651,54285
"Clark County, Missouri",MO,29,45,,1313929257,7416
"Clay County, Missouri",MO,29,47,,1026537131,184006
"Clinton County, Missouri",MO,29,49,,1084589558,18979
"Cole County, Missouri",MO,29,51,,1013835684,71397
"Cooper County, Missouri",MO,29,53,,1463416719,16670
"Crawford County, Missouri",MO,29,55,,1923112450,22804
"Dade County, Missouri",MO,29,57,,1269977968,7923
"Dallas County, Missouri",MO,29,59,,1402590401,15661
"Daviess County, Missouri",MO,29,61,,1468438424,8016
"DeKalb County, Missouri",MO,29,63,,1098669767,11597
"Dent County, Missouri",MO,29,65,,1951656029,14927
"Douglas County, Missouri",MO,29,67,,2109626931,13084
"Dunklin County, Missouri",MO,29,69,,1413148910,33155
"Franklin County, Missouri",MO,29,71,,2390068207,93807
"Gasconade County, Missouri",MO,29,73,,1348525009,15342
"Gentry County, Missouri",MO,29,75,,1273034821,6861
"Greene County, Missouri",MO,29,77,,1748172744,240391
"Grundy County, Missouri",MO,29,79,,1128761096,10432
"Harrison County, Missouri",MO,29,81,,1878075926,8850
"Henry County, Missouri",MO,29,83,,1819425235,21997
"Hickory County, Missouri",MO,29,85,,1032442304,8940
"Holt County, Missouri",MO,29,87,,1196228316,5351
"Howard County, Missouri",MO,29,89,,1206248485,10212
"Howell County, Missouri",MO,29,91,,2402837046,37238
"Iron County, Missouri",MO,29,93,,1427961482,10697
"Jackson County, Missouri",MO,29,95,,1566539191,654880
"Jasper County, Missouri",MO,29,97,,1656900802,104686
"Jefferson County, Missouri",MO,29,99,,1701094116,198099
"Johnson County, Missouri",MO,29,101,,2150829433,48258
"Knox County, Missouri",MO,29,103,,1309775019,4361
"Laclede County, Missouri",MO,29,105,,1983551776,32513
"Lafayette County, Missouri",MO,29,107,,1629909909,32960
"Lawrence County, Missouri",MO,29,109,,1587858749,35204
"Lewis County, Missouri",MO,29,111,,1307962688,10494
"Lincoln County, Missouri",MO,29,113,,1632962085,38944
"Linn County, Missouri",MO,29,115,,1606703893,13754
"Livingston County, Missouri",MO,29,117,,1384408740,14558
"McDonald County, Missouri",MO,29,119,,1397328580,21681
"Macon County, Missouri",MO,29,121,,2081750779,15762
"Madison County, Missouri",MO,29,123,,1286528020,11800
"Maries County, Missouri",MO,29,125,,1366808854,8903
"Marion County, Missouri",MO,29,127,,1134607993,28289
"Mercer County, Missouri",MO,29,129,,1176310082,3757
"Miller County, Missouri",MO,29,131,,1533933921,23564
"Mississippi County, Missouri",MO,29,133,,1070070578,13427
"Moniteau County, Missouri",MO,29,135,,1078778015,14827
"Monroe County, Missouri",MO,29,137,,1673085704,9311
"Montgomery County, Missouri",MO,29,139,,1392020046,12136
"Morgan County, Missouri",MO,29,141,,1547290919,19309
"New Madrid County, Missouri",MO,29,143,,1756039541,19760
"Newton County, Missouri",MO,29,145,,1622411544,52636
"Nodaway County, Missouri",MO,29,147,,2270434775,21912
"Oregon County, Missouri",MO,29,149,,2049724380,10344
"Osage County, Missouri",MO,29,151,,1569810055,13062
"Ozark County, Missouri",MO,29,153,,1922154443,9542
"Pemiscot County, Missouri",MO,29,155,,1277066344,20047
"Perry County, Missouri",MO,29,157,,1229383442,18132
"Pettis County, Missouri",MO,29,159,,1773687006,39403
"Phelps County, Missouri",MO,29,161,,1742678646,39825
"Pike County, Missouri",MO,29,163,,1742604079,18351
"Platte County, Missouri",MO,29,165,,1088655061,73781
"Polk County, Missouri",MO,29,167,,1650349677,26992
"Pulaski County, Missouri",MO,29,169,,1416774891,41165
"Putnam County, Missouri",MO,29,171,,1341346201,5223
"Ralls County, Missouri",MO,29,173,,1219879778,9626
"Randolph County, Missouri",MO,29,175,,1249200593,24663
"Ray County, Missouri",MO,29,177,,1474908728,23354
"Reynolds County, Missouri",MO,29,179,,2100993071,6689
"Ripley County, Missouri",MO,29,181,,1630308640,13509
"St. Charles County, Missouri",MO,29,183,,1451484650,283883
"St. Clair County, Missouri",MO,29,185,,1752530410,9652
"Ste. Genevieve County, Missouri",MO,29,186,,1301180929,17842
"St. Francois County, Missouri",MO,29,187,,1164106452,55641
"St. Louis County, Missouri",MO,29,189,,1315210013,1016315
"Saline County, Missouri",MO,29,195,,1956864345,23756
"Schuyler County, Missouri",MO,29,197,,797375479,4170
"Scotland County, Missouri",MO,29,199,,1135619670,4983
"Scott County, Missouri",MO,29,201,,1090411521,40422
"Shannon County, Missouri",MO,29,203,,2599912726,8324
"Shelby County, Missouri",MO,29,205,,1297415094,6799
"Stoddard County, Missouri",MO,29,207,,2142239844,29705
"Stone County, Missouri",MO,29,209,,1199745263,28658
"Sullivan County, Missouri",MO,29,211,,1685949286,7219
"Taney County, Missouri",MO,29,213,,1637793873,39703
"Texas County, Missouri",MO,29,215,,3052393520,23003
"Vernon County, Missouri",MO,29,217,,2159928871,20454
"Warren County, Missouri",MO,29,219,,1117098314,24525
"Washington County, Missouri",MO,29,221,,1967340061,23344
"Wayne County, Missouri",MO,29,223,,1971069669,13259
"Webster County, Missouri",MO,29,225,,1536680599,31045
"Worth County, Missouri",MO,29,227,,690283622,2382
"Wright County, Missouri",MO,29,229,,1766698058,17955
"St. Louis city, Missouri",MO,29,510,,160381752,348189
"Beaverhead County, Montana",MT,30,1,,14354507338,9202
"Big Horn County, Montana",MT,30,3,,12936490124,12671
"Blaine County, Montana",MT,30,5,,10945752903,7009
"Broadwater County, Montana",MT,30,7,,3085580464,4385
"Carbon County, Montana",MT,30,9,,5304272289,9552
"Carter County, Montana",MT,30,11,,8649437259,1360
"Cascade County, Montana",MT,30,13,,6987537964,80357
"Chouteau County, Montana",MT,30,15,,10290645171,5970
"Custer County, Montana",MT,30,17,,9798251384,11696
"Daniels County, Montana",MT,30,19,,3693546521,2017
"Dawson County, Montana",MT,30,21,,6146398431,9059
"Deer Lodge County, Montana",MT,30,23,,1908765391,9417
"Fallon County, Montana",MT,30,25,,4196635352,2837
"Fergus County, Montana",MT,30,27,,11238392924,11893
"Flathead County, Montana",MT,30,29,,13204631512,74471
"Gallatin County, Montana",MT,30,31,,6749099493,67831
"Garfield County, Montana",MT,30,33,,12090225656,1279
"Glacier County, Montana",MT,30,35,,7756282905,13247
"Golden Valley County, Montana",MT,30,37,,3044021211,1042
"Granite County, Montana",MT,30,39,,4474059524,2830
"Hill County, Montana",MT,30,41,,7501540796,16673
"Jefferson County, Montana",MT,30,43,,4290668205,10049
"Judith Basin County, Montana",MT,30,45,,4842881193,2329
"Lake County, Montana",MT,30,47,,3868856367,26507
"Lewis and Clark County, Montana",MT,30,49,,8963842986,55716
"Liberty County, Montana",MT,30,51,,3703057430,2158
"Lincoln County, Montana",MT,30,53,,9356768784,18837
"McCone County, Montana",MT,30,55,,6844108488,1977
"Madison County, Montana",MT,30,57,,9289094981,6851
"Meagher County, Montana",MT,30,59,,6194773413,1932
"Mineral County, Montana",MT,30,61,,3159321942,3884
"Missoula County, Montana",MT,30,63,,6728702048,95802
"Musselshell County, Montana",MT,30,65,,4835889369,4497
"Park County, Montana",MT,30,67,,7258210526,15694
"Petroleum County, Montana",MT,30,69,,4283590695,493
"Phillips County, Montana",MT,30,71,,13311420195,4601
"Pondera County, Montana",MT,30,73,,4207949013,6424
"Powder River County, Montana",MT,30,75,,8539650552,1858
"Powell County, Montana",MT,30,77,,6024160554,7180
"Prairie County, Montana",MT,30,79,,4497646015,1199
"Ravalli County, Montana",MT,30,81,,6200979524,36070
"Richland County, Montana",MT,30,83,,5397767654,9667
"Roosevelt County, Montana",MT,30,85,,6100980072,10620
"Rosebud County, Montana",MT,30,87,,12981972794,9383
"Sanders County, Montana",MT,30,89,,7153992364,10227
"Sheridan County, Montana",MT,30,91,,4342318338,4105
"Silver Bow County, Montana",MT,30,93,,1860409529,34606
"Stillwater County, Montana",MT,30,95,,4649256643,8195
"Sweet Grass County, Montana",MT,30,97,,4804645075,3609
"Teton County, Montana",MT,30,99,,5886038319,6445
"Toole County, Montana",MT,30,101,,4949343018,5267
"Treasure County, Montana",MT,30,103,,2535246850,861
"Valley County, Montana",MT,30,105,,12745321151,7675
"Wheatland County, Montana",MT,30,107,,3685791858,2259
"Wibaux County, Montana",MT,30,109,,2303308810,1068
"Yellowstone County, Montana",MT,30,111,,6825018002,129352
"Adams County, Nebraska",NE,31,1,,1459219777,31151
"Antelope County, Nebraska",NE,31,3,,2219773879,7452
"Arthur County, Nebraska",NE,31,5,,1852798266,444
"Banner County, Nebraska",NE,31,7,,1932693329,819
"Blaine County, Nebraska",NE,31,9,,1840816942,583
"Boone County, Nebraska",NE,31,11,,1778516636,6259
"Box Butte County, Nebraska",NE,31,13,,2784992667,12158
"Boyd County, Nebraska",NE,31,15,,1398720124,2438
"Brown County, Nebraska",NE,31,17,,3163099102,3525
"Buffalo County, Nebraska",NE,31,19,,2507092913,42259
"Burt County, Nebraska",NE,31,21,,1276259996,7791
"Butler County, Nebraska",NE,31,23,,1511485301,8767
"Cass County, Nebraska",NE,31,25,,1448279901,24334
"Cedar County, Nebraska",NE,31,27,,1917176338,9615
"Chase County, Nebraska",NE,31,29,,2316731656,4068
"Cherry County, Nebraska",NE,31,31,,15437682699,6148
"Cheyenne County, Nebraska",NE,31,33,,3098510887,9830
"Clay County, Nebraska",NE,31,35,,1484148466,7039
"Colfax County, Nebraska",NE,31,37,,1070035295,10441
"Cuming County, Nebraska",NE,31,39,,1481474666,10203
"Custer County, Nebraska",NE,31,41,,6671055928,11793
"Dakota County, Nebraska",NE,31,43,,683229756,20253
"Dawes County, Nebraska",NE,31,45,,3616246664,9060
"Dawson County, Nebraska",NE,31,47,,2623453847,24365
"Deuel County, Nebraska",NE,31,49,,1139321050,2098
"Dixon County, Nebraska",NE,31,51,,1233833402,6339
"Dodge County, Nebraska",NE,31,53,,1384074735,36160
"Douglas County, Nebraska",NE,31,55,,857229815,463585
"Dundy County, Nebraska",NE,31,57,,2382425157,2292
"Fillmore County, Nebraska",NE,31,59,,1493023744,6634
"Franklin County, Nebraska",NE,31,61,,1491630108,3574
"Frontier County, Nebraska",NE,31,63,,2524071575,3099
"Furnas County, Nebraska",NE,31,65,,1859835110,5324
"Gage County, Nebraska",NE,31,67,,2215184470,22993
"Garden County, Nebraska",NE,31,69,,4414372932,2292
"Garfield County, Nebraska",NE,31,71,,1476366723,1902
"Gosper County, Nebraska",NE,31,73,,1186667805,2143
"Grant County, Nebraska",NE,31,75,,2010412262,747
"Greeley County, Nebraska",NE,31,77,,1475914080,2714
"Hall County, Nebraska",NE,31,79,,1415161208,53534
"Hamilton County, Nebraska",NE,31,81,,1408113575,9403
"Harlan County, Nebraska",NE,31,83,,1431701895,3786
"Hayes County, Nebraska",NE,31,85,,1846957473,1068
"Hitchcock County, Nebraska",NE,31,87,,1838965336,3111
"Holt County, Nebraska",NE,31,89,,6248754768,11551
"Hooker County, Nebraska",NE,31,91,,1867810427,783
"Howard County, Nebraska",NE,31,93,,1474917271,6567
"Jefferson County, Nebraska",NE,31,95,,1484101954,8333
"Johnson County, Nebraska",NE,31,97,,974173497,4488
"Kearney County, Nebraska",NE,31,99,,1336508766,6882
"Keith County, Nebraska",NE,31,101,,2748645011,8875
"Keya Paha County, Nebraska",NE,31,103,,2002803647,983
"Kimball County, Nebraska",NE,31,105,,2464952386,4089
"Knox County, Nebraska",NE,31,107,,2870014677,9374
"Lancaster County, Nebraska",NE,31,109,,2172691291,250291
"Lincoln County, Nebraska",NE,31,111,,6640665043,34632
"Logan County, Nebraska",NE,31,113,,1478057458,774
"Loup County, Nebraska",NE,31,115,,1475539038,712
"McPherson County, Nebraska",NE,31,117,,2224752851,533
"Madison County, Nebraska",NE,31,119,,1482939276,35226
"Merrick County, Nebraska",NE,31,121,,1255825790,8204
"Morrill County, Nebraska",NE,31,123,,3687496634,5440
"Nance County, Nebraska",NE,31,125,,1143006230,4038
"Nemaha County, Nebraska",NE,31,127,,1060093894,7576
"Nuckolls County, Nebraska",NE,31,129,,1490024213,5057
"Otoe County, Nebraska",NE,31,131,,1594622529,15396
"Pawnee County, Nebraska",NE,31,133,,1117766357,3087
"Perkins County, Nebraska",NE,31,135,,2287415634,3200
"Phelps County, Nebraska",NE,31,137,,1398508393,9747
"Pierce County, Nebraska",NE,31,139,,1486463005,7857
"Platte County, Nebraska",NE,31,141,,1756189900,31662
"Polk County, Nebraska",NE,31,143,,1136579500,5639
"Red Willow County, Nebraska",NE,31,145,,1856125543,11448
"Richardson County, Nebraska",NE,31,147,,1432933919,9531
"Rock County, Nebraska",NE,31,149,,2611893491,1756
"Saline County, Nebraska",NE,31,151,,1490116520,13843
"Sarpy County, Nebraska",NE,31,153,,622940492,122595
"Saunders County, Nebraska",NE,31,155,,1952579413,19830
"Scotts Bluff County, Nebraska",NE,31,157,,1914710656,36951
"Seward County, Nebraska",NE,31,159,,1488604466,16496
"Sheridan County, Nebraska",NE,31,161,,6322260408,6198
"Sherman County, Nebraska",NE,31,163,,1465525181,3318
"Sioux County, Nebraska",NE,31,165,,5352440055,1475
"Stanton County, Nebraska",NE,31,167,,1113246136,6455
"Thayer County, Nebraska",NE,31,169,,1488086985,6055
"Thomas County, Nebraska",NE,31,171,,1846307604,729
"Thurston County, Nebraska",NE,31,173,,1019967137,7171
"Valley County, Nebraska",NE,31,175,,1471393460,4647
"Washington County, Nebraska",NE,31,177,,1011357253,18780
"Wayne County, Nebraska",NE,31,179,,1148490238,9851
"Webster County, Nebraska",NE,31,181,,1488959463,4061
"Wheeler County, Nebraska",NE,31,183,,1489672781,886
"York County, Nebraska",NE,31,185,,1490943927,14598
"Churchill County, Nevada",NV,32,1,,12766255433,23982
"Clark County, Nevada",NV,32,3,,20487673594,1375765
"Douglas County, Nevada",NV,32,5,,1838503421,41259
"Elko County, Nevada",NV,32,7,,44493479182,45291
"Esmeralda County, Nevada",NV,32,9,,9294172662,971
"Eureka County, Nevada",NV,32,11,,10814954673,1651
"Humboldt County, Nevada",NV,32,13,,24987980609,16106
"Lander County, Nevada",NV,32,15,,14228439296,5794
"Lincoln County, Nevada",NV,32,17,,27540913255,4165
"Lyon County, Nevada",NV,32,19,,5163627269,34501
"Mineral County, Nevada",NV,32,21,,9729043485,5071
"Nye County, Nevada",NV,32,23,,46999636520,32485
"Pershing County, Nevada",NV,32,27,,15634612520,6693
"Storey County, Nevada",NV,32,29,,682338873,3399
"Washoe County, Nevada",NV,32,31,,16426407878,339486
"White Pine County, Nevada",NV,32,33,,22988684086,9181
"Carson City, Nevada",NV,32,510,,371286092,52457
"Belknap County, New Hampshire",NH,33,1,,1039344300,56325
"Carroll County, New Hampshire",NH,33,3,,2418526952,43666
"Cheshire County, New Hampshire",NH,33,5,,1832146309,73825
"Coos County, New Hampshire",NH,33,7,,4662978515,33111
"Grafton County, New Hampshire",NH,33,9,,4437509185,81743
"Hillsborough County, New Hampshire",NH,33,11,,2269764589,380841
"Merrimack County, New Hampshire",NH,33,13,,2420162999,136225
"Rockingham County, New Hampshire",NH,33,15,,1799950065,277359
"Strafford County, New Hampshire",NH,33,17,,955086700,112233
"Sullivan County, New Hampshire",NH,33,19,,1391796133,40458
"Atlantic County, New Jersey",NJ,34,1,,1453175705,252552
"Bergen County, New Jersey",NJ,34,3,,606500068,884118
"Burlington County, New Jersey",NJ,34,5,,2083834265,423394
"Camden County, New Jersey",NJ,34,7,,575748971,508932
"Cape May County, New Jersey",NJ,34,9,,660927764,102326
"Cumberland County, New Jersey",NJ,34,11,,1267273415,146438
"Essex County, New Jersey",NJ,34,13,,327029640,793633
"Gloucester County, New Jersey",NJ,34,15,,841016405,254673
"Hudson County, New Jersey",NJ,34,17,,120920280,608975
"Hunterdon County, New Jersey",NJ,34,19,,1113545868,121989
"Mercer County, New Jersey",NJ,34,21,,585153425,350761
"Middlesex County, New Jersey",NJ,34,23,,802169805,750162
"Monmouth County, New Jersey",NJ,34,25,,1222313221,615301
"Morris County, New Jersey",NJ,34,27,,1214684587,470212
"Ocean County, New Jersey",NJ,34,29,,1647947493,510916
"Passaic County, New Jersey",NJ,34,31,,479903640,489049
"Salem County, New Jersey",NJ,34,33,,875105142,64285
"Somerset County, New Jersey",NJ,34,35,,789134743,297490
"Sussex County, New Jersey",NJ,34,37,,1350045452,144166
"Union County, New Jersey",NJ,34,39,,267517696,522541
"Warren County, New Jersey",NJ,34,41,,926870216,102437
"Bernalillo County, New Mexico",NM,35,1,,3020015825,556678
"Catron County, New Mexico",NM,35,3,,17942940225,3543
"Chaves County, New Mexico",NM,35,5,,15723458875,61382
"Cibola County, New Mexico",NM,35,6,,11756510105,25595
"Colfax County, New Mexico",NM,35,7,,9730046562,14189
"Curry County, New Mexico",NM,35,9,,3641392209,45044
"De Baca County, New Mexico",NM,35,11,,6021387600,2240
"Dona Ana County, New Mexico",NM,35,13,,9860559833,174682
"Eddy County, New Mexico",NM,35,15,,10831385925,51658
"Grant County, New Mexico",NM,35,17,,10271585524,31002
"Guadalupe County, New Mexico",NM,35,19,,7848628789,4680
"Harding County, New Mexico",NM,35,21,,5504611815,810
"Hidalgo County, New Mexico",NM,35,23,,8924148744,5932
"Lea County, New Mexico",NM,35,25,,11377705796,55511
"Lincoln County, New Mexico",NM,35,27,,12512149241,19411
"Los Alamos County, New Mexico",NM,35,28,,283202780,18343
"Luna County, New Mexico",NM,35,29,,7679544556,25016
"McKinley County, New Mexico",NM,35,31,,14112121031,74798
"Mora County, New Mexico",NM,35,33,,5001516792,5180
"Otero County, New Mexico",NM,35,35,,17162558057,62298
"Quay County, New Mexico",NM,35,37,,7446024141,10155
"Rio Arriba County, New Mexico",NM,35,39,,15171195655,41190
"Roosevelt County, New Mexico",NM,35,41,,6341572862,18018
"Sandoval County, New Mexico",NM,35,43,,9607140524,89908
"San Juan County, New Mexico",NM,35,45,,14281238377,113801
"San Miguel County, New Mexico",NM,35,47,,12217077804,30126
"Santa Fe County, New Mexico",NM,35,49,,4944779399,129292
"Sierra County, New Mexico",NM,35,51,,10826751302,13270
"Socorro County, New Mexico",NM,35,53,,17214096966,18078
"Taos County, New Mexico",NM,35,55,,5706182287,29979
"Torrance County, New Mexico",NM,35,57,,8663019678,16911
"Union County, New Mexico",NM,35,59,,9919664950,4174
"Valencia County, New Mexico",NM,35,61,,2765141765,66152
"Albany County, New York",NY,36,1,,1355717543,294565
"Allegany County, New York",NY,36,3,,2668256500,49927
"Bronx County, New York",NY,36,5,,108849557,1332650
"Broome County, New York",NY,36,7,,1830662628,200536
"Cattaraugus County, New York",NY,36,9,,3392501766,83955
"Cayuga County, New York",NY,36,11,,1795340503,81963
"Chautauqua County, New York",NY,36,13,,2750690434,139750
"Chemung County, New York",NY,36,15,,1057155027,91070
"Chenango County, New York",NY,36,17,,2316375292,51401
"Clinton County, New York",NY,36,19,,2690866698,79894
"Columbia County, New York",NY,36,21,,1646543485,63094
"Cortland County, New York",NY,36,23,,1294091473,48599
"Delaware County, New York",NY,36,25,,3746087750,48055
"Dutchess County, New York",NY,36,27,,2076120617,280150
"Erie County, New York",NY,36,29,,2704492010,950265
"Essex County, New York",NY,36,31,,4653693874,38851
"Franklin County, New York",NY,36,33,,4225532125,51134
"Fulton County, New York",NY,36,35,,1285064700,55073
"Genesee County, New York",NY,36,37,,1279736563,60370
"Greene County, New York",NY,36,39,,1677654401,48195
"Hamilton County, New York",NY,36,41,,4455798107,5379
"Herkimer County, New York",NY,36,43,,3655120284,64427
"Jefferson County, New York",NY,36,45,,3294987287,111738
"Kings County, New York",NY,36,47,,182868822,2465326
"Lewis County, New York",NY,36,49,,3303331225,26944
"Livingston County, New York",NY,36,51,,1637203909,64328
"Madison County, New York",NY,36,53,,1698658960,69441
"Monroe County, New York",NY,36,55,,1707563493,735343
"Montgomery County, New York",NY,36,57,,1048466937,49708
"Nassau County, New York",NY,36,59,,742529382,1334544
"New York County, New York",NY,36,61,,59475834,1537195
"Niagara County, New York",NY,36,63,,1354428146,219846
"Oneida County, New York",NY,36,65,,3140885727,235469
"Onondaga County, New York",NY,36,67,,2020950659,458336
"Ontario County, New York",NY,36,69,,1668941972,100224
"Orange County, New York",NY,36,71,,2114304694,341367
"Orleans County, New York",NY,36,73,,1013709684,44171
"Oswego County, New York",NY,36,75,,2469040630,122377
"Otsego County, New York",NY,36,77,,2597227248,61676
"Putnam County, New York",NY,36,79,,599019960,95745
"Queens County, New York",NY,36,81,,282917871,2229379
"Rensselaer County, New York",NY,36,83,,1693759484,152538
"Richmond County, New York",NY,36,85,,151459071,443728
"Rockland County, New York",NY,36,87,,451223919,286753
"St. Lawrence County, New York",NY,36,89,,6955664075,111931
"Saratoga County, New York",NY,36,91,,2102666741,200635
"Schenectady County, New York",NY,36,93,,533803732,146555
"Schoharie County, New York",NY,36,95,,1611029328,31582
"Schuyler County, New York",NY,36,97,,851348245,19224
"Seneca County, New York",NY,36,99,,841520646,33342
"Steuben County, New York",NY,36,101,,3606927293,98726
"Suffolk County, New York",NY,36,103,,2362581959,1419369
"Sullivan County, New York",NY,36,105,,2511549213,73966
"Tioga County, New York",NY,36,107,,1343406328,51784
"Tompkins County, New York",NY,36,109,,1232966623,96501
"Ulster County, New York",NY,36,111,,2917562516,177749
"Warren County, New York",NY,36,113,,2251455113,63303
"Washington County, New York",NY,36,115,,2163773821,61042
"Wayne County, New York",NY,36,117,,1564905741,93765
"Westchester County, New York",NY,36,119,,1121010057,923459
"Wyoming County, New York",NY,36,121,,1535640563,43424
"Yates County, New York",NY,36,123,,876027531,24621
"Alamance County, North Carolina",NC,37,1,,1113666933,130800
"Alexander County, North Carolina",NC,37,3,,673874959,33603
"Alleghany County, North Carolina",NC,37,5,,607739796,10677
"Anson County, North Carolina",NC,37,7,,1376752024,25275
"Ashe County, North Carolina",NC,37,9,,1103670000,24384
"Avery County, North Carolina",NC,37,11,,639738401,17167
"Beaufort County, North Carolina",NC,37,13,,2144423727,44958
"Bertie County, North Carolina",NC,37,15,,1810902223,19773
"Bladen County, North Carolina",NC,37,17,,2266074319,32278
"Brunswick County, North Carolina",NC,37,19,,2213905679,73143
"Buncombe County, North Carolina",NC,37,21,,1699005718,206330
"Burke County, North Carolina",NC,37,23,,1312410425,89148
"Cabarrus County, North Carolina",NC,37,25,,943764965,131063
"Caldwell County, North Carolina",NC,37,27,,1221436131,77415
"Camden County, North Carolina",NC,37,29,,623351204,6885
"Carteret County, North Carolina",NC,37,31,,1346382998,59383
"Caswell County, North Carolina",NC,37,33,,1099879489,23501
"Catawba County, North Carolina",NC,37,35,,1035911179,141685
"Chatham County, North Carolina",NC,37,37,,1768580350,49329
"Cherokee County, North Carolina",NC,37,39,,1178932471,24298
"Chowan County, North Carolina",NC,37,41,,447127722,14526
"Clay County, North Carolina",NC,37,43,,556076438,8775
"Cleveland County, North Carolina",NC,37,45,,1203384562,96287
"Columbus County, North Carolina",NC,37,47,,2426310950,54749
"Craven County, North Carolina",NC,37,49,,1834817138,91436
"Cumberland County, North Carolina",NC,37,51,,1690527787,302963
"Currituck County, North Carolina",NC,37,53,,677789254,18190
"Dare County, North Carolina",NC,37,55,,993460639,29967
"Davidson County, North Carolina",NC,37,57,,1430059233,147246
"Davie County, North Carolina",NC,37,59,,686825165,34835
"Duplin County, North Carolina",NC,37,61,,2117904936,49063
"Durham County, North Carolina",NC,37,63,,751918788,223314
"Edgecombe County, North Carolina",NC,37,65,,1308011201,55606
"Forsyth County, North Carolina",NC,37,67,,1060846418,306067
"Franklin County, North Carolina",NC,37,69,,1274332932,47260
"Gaston County, North Carolina",NC,37,71,,922591283,190365
"Gates County, North Carolina",NC,37,73,,882169187,10516
"Graham County, North Carolina",NC,37,75,,756451169,7993
"Granville County, North Carolina",NC,37,77,,1375586928,48498
"Greene County, North Carolina",NC,37,79,,687379655,18974
"Guilford County, North Carolina",NC,37,81,,1681997762,421048
"Halifax County, North Carolina",NC,37,83,,1878666202,57370
"Harnett County, North Carolina",NC,37,85,,1541075745,91025
"Haywood County, North Carolina",NC,37,87,,1433982337,54033
"Henderson County, North Carolina",NC,37,89,,968661402,89173
"Hertford County, North Carolina",NC,37,91,,914933867,22601
"Hoke County, North Carolina",NC,37,93,,1013241954,33646
"Hyde County, North Carolina",NC,37,95,,1587132404,5826
"Iredell County, North Carolina",NC,37,97,,1490714443,122660
"Jackson County, North Carolina",NC,37,99,,1270944084,33121
"Johnston County, North Carolina",NC,37,101,,2050894069,121965
"Jones County, North Carolina",NC,37,103,,1222157794,10381
"Lee County, North Carolina",NC,37,105,,666303731,49040
"Lenoir County, North Carolina",NC,37,107,,1035612713,59648
"Lincoln County, North Carolina",NC,37,109,,773865771,63780
"McDowell County, North Carolina",NC,37,111,,1143947086,42151
"Macon County, North Carolina",NC,37,113,,1337654690,29811
"Madison County, North Carolina",NC,37,115,,1163991860,19635
"Martin County, North Carolina",NC,37,117,,1194436818,25593
"Mecklenburg County, North Carolina",NC,37,119,,1363045973,695454
"Mitchell County, North Carolina",NC,37,121,,573493531,15687
"Montgomery County, North Carolina",NC,37,123,,1273235951,26822
"Moore County, North Carolina",NC,37,125,,1807126526,74769
"Nash County, North Carolina",NC,37,127,,1399289186,87420
"New Hanover County, North Carolina",NC,37,129,,515236496,160307
"Northampton County, North Carolina",NC,37,131,,1389473615,22086
"Onslow County, North Carolina",NC,37,133,,1986049524,150355
"Orange County, North Carolina",NC,37,135,,1035575434,118227
"Pamlico County, North Carolina",NC,37,137,,872674994,12934
"Pasquotank County, North Carolina",NC,37,139,,587606607,34897
"Pender County, North Carolina",NC,37,141,,2255033326,41082
"Perquimans County, North Carolina",NC,37,143,,640161744,11368
"Person County, North Carolina",NC,37,145,,1016080003,35623
"Pitt County, North Carolina",NC,37,147,,1687575713,133798
"Polk County, North Carolina",NC,37,149,,616040229,18324
"Randolph County, North Carolina",NC,37,151,,2039255057,130454
"Richmond County, North Carolina",NC,37,153,,1227599276,46564
"Robeson County, North Carolina",NC,37,155,,2457480708,123339
"Rockingham County, North Carolina",NC,37,157,,1467060704,91928
"Rowan County, North Carolina",NC,37,159,,1324296450,130340
"Rutherford County, North Carolina",NC,37,161,,1461055191,62899
"Sampson County, North Carolina",NC,37,163,,2448695929,60161
"Scotland County, North Carolina",NC,37,165,,826579227,35998
"Stanly County, North Carolina",NC,37,167,,1023194702,58100
"Stokes County, North Carolina",NC,37,169,,1170254796,44711
"Surry County, North Carolina",NC,37,171,,1389578796,71219
"Swain County, North Carolina",NC,37,173,,1367774696,12968
"Transylvania County, North Carolina",NC,37,175,,980025986,29334
